iter	Logloss
348	0.05981187362
349	0.05964757012
350	0.05949391615
351	0.05935686723
352	0.05915979391
353	0.05898010551
354	0.05879851804
355	0.05861112226
356	0.05840717977
357	0.0581746105
358	0.05808607648
359	0.05785679206
360	0.05772658259
361	0.0576468086
362	0.05748761734
363	0.05728321515
364	0.05709732527
365	0.05700245208
366	0.0568142616
367	0.05661735443
368	0.05647634583
369	0.05632984143
370	0.05613832003
371	0.055978981
372	0.05589892947
373	0.05573306401
374	0.05553702612
375	0.05536483327
376	0.05524437963
377	0.05512680258
378	0.05489611578
379	0.05478049254
380	0.0545862817
381	0.05439929685
382	0.05424691265
383	0.05414261364
384	0.05399824748
385	0.05379927338
386	0.05370930671
387	0.05358880067
388	0.05350037548
389	0.05338047923
390	0.05318199164
391	0.05303846592
392	0.0528616849
393	0.05265248315
394	0.05251694312
395	0.0524013575
396	0.05217903409
397	0.05204109911
398	0.05186255792
399	0.05172862226
400	0.05161996744
401	0.05146951503
402	0.05132096658
403	0.05116578967
404	0.05101879814
405	0.05091821184
406	0.05086500155
407	0.05077458832
408	0.05060689485
409	0.05050413786
410	0.05036182858
411	0.05020329372
412	0.05002852087
413	0.04988768388
414	0.04974042859
415	0.04958810125
416	0.04939470083
417	0.04929557468
418	0.04917376702
419	0.04906252355
420	0.04888375822
421	0.04882822602
422	0.04868162383
423	0.04859051038
424	0.04845356493
425	0.04829779043
426	0.04819398268
427	0.04809241813
428	0.04794336251
429	0.04780852141
430	0.04767872911
431	0.0475396681
432	0.0473716843
433	0.04725597113
434	0.04720454349
435	0.04706586507
436	0.04695957512
437	0.04685944171
438	0.04666293324
439	0.04651357453
440	0.04643225938
441	0.04628504939
442	0.04622451381
443	0.04614403259
444	0.04601906724
445	0.04588002533
446	0.04580667161
447	0.04573735238
448	0.0456102873
449	0.04554298137
450	0.04539531546
451	0.0452823541
452	0.04515005791
453	0.04498333492
454	0.0448762843
455	0.04478763918
456	0.04470567761
457	0.04463293178
458	0.04453887241
459	0.04435095339
460	0.04424630643
461	0.04408882882
462	0.04398063257
463	0.04386257548
464	0.04372951155
465	0.04365658578
466	0.04354454763
467	0.04345785672
468	0.04332967658
469	0.04320143274
470	0.04313144949
471	0.04303393513
472	0.04293555936
473	0.0428592286
474	0.04272886826
475	0.04255644628
476	0.04247773751
477	0.04236490202
478	0.04228281357
479	0.04216522514
480	0.042075675
481	0.04195376952
482	0.04185118841
483	0.04174292723
484	0.0416270645
485	0.04151734612
486	0.04142921344
487	0.041333433
488	0.04127670823
489	0.0411764527
490	0.04107814946
491	0.04096589814
492	0.0408931212
493	0.04079409286
494	0.0407225297
495	0.04057482008
496	0.04048867105
497	0.04035860304
498	0.04023781399
499	0.04011653305
500	0.03999534533
501	0.03989098267
502	0.03979362241
503	0.03970554467
504	0.03962805272
505	0.03954930555
506	0.03944666368
507	0.0393806771
508	0.0392757588
509	0.03915145267
510	0.03909157576
511	0.03901386327
512	0.03889296349
513	0.03877893509
514	0.03867415039
515	0.03863779474
516	0.03853744146
517	0.03841755287
518	0.03832471689
519	0.03818106593
520	0.03807759868
521	0.03795927322
522	0.03788180685
523	0.03777138832
524	0.03770856419
525	0.03759971786
526	0.03758413596
527	0.03745435839
528	0.03740417356
529	0.03726595129
530	0.03715659583
531	0.03706831519
532	0.03699787995
533	0.03692949855
534	0.03682609217
535	0.03675726002
536	0.03667496166
537	0.03655968359
538	0.0364537756
539	0.03632817208
540	0.0362701307
541	0.036162876
542	0.03609594169
543	0.03599792608
544	0.03590155661
545	0.03579565637
546	0.0357221393
547	0.03563420678
548	0.03553304166
549	0.0354868835
550	0.03539549869
551	0.03528153233
552	0.03519850349
553	0.03515336471
554	0.03506884194
555	0.03501510897
556	0.03494194553
557	0.03482338166
558	0.03477218317
559	0.03468238705
560	0.0346217004
561	0.03455975297
562	0.0344896591
563	0.0344033547
564	0.0343242914
565	0.03426722949
566	0.03418939275
567	0.0341154375
568	0.03406012582
569	0.03396558822
570	0.03390690551
571	0.03384162487
572	0.03380245846
573	0.03372199297
574	0.03366643322
575	0.03359574416
576	0.03353488867
577	0.03348236758
578	0.03340520247
579	0.03332953464
580	0.0332526069
581	0.03318471498
582	0.03312717049
583	0.03303688263
584	0.03296765685
585	0.03289727506
586	0.03279983446
587	0.03272554349
588	0.03267335761
589	0.03264734325
590	0.03259206441
591	0.03250749888
592	0.03245432049
593	0.0324073898
594	0.03231427361
595	0.03222905167
596	0.03216131115
597	0.03207367314
598	0.03200619803
599	0.03190867643
600	0.0318584059
601	0.03181297106
602	0.03173116158
603	0.03166004241
604	0.03158039993
605	0.03155062739
606	0.03147664291
607	0.0314200717
608	0.03133073705
609	0.03125031418
610	0.03120252554
611	0.03115057458
612	0.03107910997
613	0.0310435685
614	0.03101026448
615	0.03094580597
616	0.03091511246
617	0.03083698386
618	0.03075722984
619	0.03071155816
620	0.03063041323
621	0.03059228885
622	0.03053535249
623	0.0304683933
624	0.03043922226
625	0.03037633882
626	0.03031961752
627	0.03025551425
628	0.03022075131
629	0.03016132366
630	0.03010450608
631	0.03002180799
632	0.02993995819
633	0.02989644065
634	0.029849672
635	0.02980719423
636	0.02975042746
637	0.02969889671
638	0.02964209965
639	0.0295673813
640	0.02950284114
641	0.02945075867
642	0.02940046258
643	0.02934678749
644	0.02931164643
645	0.02925606176
646	0.02922392116
647	0.02918736943
648	0.02913351393
649	0.029069026
650	0.02901539499
651	0.02894145198
652	0.02886905068
653	0.02881557143
654	0.02873982858
655	0.02868732083
656	0.02863863709
657	0.02857833417
658	0.02851921569
659	0.02844852869
660	0.02838624564
661	0.02831500401
662	0.0282781427
663	0.02821709502
664	0.02814450347
665	0.02808314838
666	0.0280423057
667	0.02796575579
668	0.02788669767
669	0.02783887363
670	0.02782340623
671	0.02778063122
672	0.02774948557
673	0.02770073873
674	0.02765697504
675	0.02759948971
676	0.02754884072
677	0.02746502727
678	0.02741383192
679	0.02740555655
680	0.02734857976
681	0.02727179311
682	0.02721114951
683	0.02714624752
684	0.02706804683
685	0.02700773091
686	0.02692723485
687	0.02687568666
688	0.02681838546
689	0.02676376781
690	0.02669245999
691	0.02664511903
692	0.02661062347
693	0.02654702298
694	0.0265180371
695	0.02645482035
696	0.02640842245
697	0.02636557584
698	0.0262781762
699	0.02623079628
700	0.02617920141
701	0.02614704558
702	0.02610678143
703	0.02606189251
704	0.02597534064
705	0.02591339933
706	0.0258742845
707	0.02581675182
708	0.02578170138
709	0.02572239445
710	0.02565093524
711	0.02559568981
712	0.02551311332
713	0.02544851123
714	0.02539019582
715	0.02532964137
716	0.02525312618
717	0.02518057696
718	0.02515144878
719	0.02510016998
720	0.02504621596
721	0.02500373728
722	0.02496587736
723	0.02491359542
724	0.02487422602
725	0.02482389006
726	0.02477095459
727	0.02471696775
728	0.02467743652
729	0.02460732705
730	0.02455940375
731	0.02450400724
732	0.02446657132
733	0.02439076039
734	0.02435540649
735	0.02433974378
736	0.02430908377
737	0.02424654944
738	0.02423705544
739	0.02417991274
740	0.0241279395
741	0.02407290216
742	0.02402986112
743	0.02398043759
744	0.0239620974
745	0.02392004916
746	0.02389446406
747	0.02385704033
748	0.02379941963
749	0.02375497134
750	0.02372189899
751	0.02366962326
752	0.02364556756
753	0.02359301938
754	0.02355675159
755	0.02349164774
756	0.02346872892
757	0.02343407667
758	0.02340712757
759	0.02334339619
760	0.02329924433
761	0.02323938994
762	0.02322321179
763	0.02319429531
764	0.02315240162
765	0.02311866739
766	0.02307067693
767	0.02303728137
768	0.02300572124
769	0.02297064359
770	0.02294105418
771	0.02290008618
772	0.02284142826
773	0.02281721798
774	0.02275182557
775	0.0226921734
776	0.02266255408
777	0.02260861741
778	0.02258373667
779	0.0225500539
780	0.02250883134
781	0.02248631282
782	0.02247122277
783	0.0224398126
784	0.02238369762
785	0.0223429715
786	0.02231625267
787	0.02225024275
788	0.02222980518
789	0.0221882696
790	0.02215930959
791	0.02212707832
792	0.02207269781
793	0.02203450302
794	0.02201954899
795	0.02198317597
796	0.02193067334
797	0.02187842368
798	0.02184188546
799	0.02178394144
800	0.02175755945
801	0.02171289639
802	0.02168164834
803	0.02164802544
804	0.02160841343
805	0.02158593679
806	0.02153096559
807	0.02149595756
808	0.02145992661
809	0.02143695341
810	0.02139622226
811	0.02133790527
812	0.02130002281
813	0.02127798354
814	0.02122778471
815	0.02117720846
816	0.02115256222
817	0.02112463713
818	0.02109555182
819	0.02105756991
820	0.02102128297
821	0.02098364358
822	0.0209611413
823	0.02094329174
824	0.02091433567
825	0.02087182007
826	0.02084094063
827	0.02081622952
828	0.0207880843
829	0.02073789315
830	0.02070855351
831	0.02066011059
832	0.02063469846
833	0.02060312988
834	0.02055779286
835	0.02054272838
836	0.02051104418
837	0.02046884915
838	0.02046336542
839	0.02039490549
840	0.02037645198
841	0.02035162063
842	0.02030911623
843	0.02026867593
844	0.02024381498
845	0.02020528223
846	0.02016900661
847	0.02013062578
848	0.02009420527
849	0.02005943058
850	0.02003314119
851	0.02000379207
852	0.01996487325
853	0.0199387047
854	0.01990721323
855	0.01988925044
856	0.01983638833
857	0.01980387892
858	0.01977900267
859	0.01977136314
860	0.01973326934
861	0.01970917967
862	0.01968108927
863	0.01966366811
864	0.01964292809
865	0.01962484217
866	0.01957299883
867	0.01954668614
868	0.01950602657
869	0.0194642378
870	0.01944409393
871	0.01941363516
872	0.01937720996
873	0.01935811938
874	0.01932578396
875	0.01927975289
876	0.01924113602
877	0.01918966136
878	0.01917495267
879	0.0191332272
880	0.01910480428
881	0.01908192023
882	0.01905774475
883	0.01902010511
884	0.01900335835
885	0.01895555565
886	0.01894987727
887	0.01891647237
888	0.01887643147
889	0.0188387889
890	0.01880346462
891	0.01879613242
892	0.0187555451
893	0.01872685848
894	0.01868444033
895	0.01864649137
896	0.01861601442
897	0.01858324944
898	0.01854578467
899	0.01852048617
900	0.01851243945
901	0.01847526427
902	0.01843971749
903	0.01839858643
904	0.01838846806
905	0.0183624842
906	0.01834180381
907	0.0183123093
908	0.01828832885
909	0.01823124241
910	0.01819362822
911	0.0181588255
912	0.01810170444
913	0.01806232382
914	0.01803799782
915	0.01800743351
916	0.01798128623
917	0.01795387374
918	0.017920918
919	0.01788742539
920	0.01786728913
921	0.01782702098
922	0.01778307591
923	0.01775482748
924	0.0177026046
925	0.01768084469
926	0.01766514486
927	0.0176416082
928	0.01762277509
929	0.01760124752
930	0.01759303859
931	0.01755346651
932	0.01752678849
933	0.0174971154
934	0.01746669057
935	0.01745923885
936	0.0174284976
937	0.01740797835
938	0.01739763401
939	0.01736917995
940	0.01734165966
941	0.0173045876
942	0.01728546518
943	0.01726128698
944	0.01725723406
945	0.0172189602
946	0.01718011356
947	0.01714821789
948	0.01712658095
949	0.01710205263
950	0.01706313486
951	0.01702750209
952	0.01701886762
953	0.01697703799
954	0.01695045198
955	0.01693383599
956	0.01690413682
957	0.01688243055
958	0.01686702051
959	0.01684763468
960	0.01682089573
961	0.01678436268
962	0.01675511283
963	0.01674910753
964	0.01673706271
965	0.01670322085
966	0.01666905983
967	0.01666115509
968	0.01663209397
969	0.01658399488
970	0.01656741151
971	0.01653609149
972	0.0165296581
973	0.01650233775
974	0.0164926665
975	0.01647765956
976	0.01645232047
977	0.0164297641
978	0.01641937227
979	0.01639539204
980	0.01636967307
981	0.01634110879
982	0.01631431457
983	0.01629265899
984	0.0162689987
985	0.0162511848
986	0.01623011545
987	0.01619971101
988	0.01618019852
989	0.01615124056
990	0.01612229025
991	0.01611522424
992	0.01607685714
993	0.01605153663
994	0.0160204568
995	0.01599785466
996	0.01596577682
997	0.0159555006
998	0.01594929053
999	0.01592888504
